amenities,beds,developer,district,electoral_div,lease,name,nearest_mrt_name,neighbourhood,property_type,rental,sqft,tenure,travel_time_changi,travel_time_orchard,travel_time_raffles,furnishing,amenities_count,nearest_mrt_dist_min,nearest_mrt_dist_metres,freehold_status,rental_log
"'Clubhouse', 'Gym', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'BBQ', 'Tennis Court''",3,Frasers Centrepoint Homes,D22,Jurong,Flexible,Lakeholmz,,Jurong West,Condo,3600,1249,99 Years,85,46,38,Unknown,9,none_nearby,none_nearby,Non-Freehold,8.1886891244442
"'Clubhouse', 'Water Feature', 'Spa Pavilion', 'Parking', 'Pond', 'Outdoor Dining', 'Games Room', 'Fun Pool', 'Mini Golf Range', 'Pool Deck', 'Lounge', 'BBQ', 'Gym', 'Tennis Court', 'Underwater Fitness Station', 'Yoga Corner', 'Lap Pool', 'Viewing Deck', 'Swimming Pool', 'Study Room', 'Fitness Corner', 'Security', 'Sculpture''",1,,D19,Marine Parade,Flexible,Botanique At Bartley,Bartley MRT,Serangoon,Condo,2200,529,99 Years,47,32,30,Unknown,23,4,1,Non-Freehold,7.696212639346407
"'Clubhouse', 'Function Room', 'Water Feature', 'Yoga Corner', 'Gym', 'Lounge', 'Swimming Pool', 'Wading Pool', 'Tennis Court', 'Playground', 'Security', 'Sky Terrace', 'Outdoor Dining', 'BBQ', 'Hydrotherapy Pool''",2,Sing Holdings (Robin) Pte Ltd,D10,Tanjong Pagar,Flexible,Robin Residences,Stevens MRT,Tanglin,Condo,3600,538,Freehold,58,16,23,Unknown,15,4,22,Freehold,8.1886891244442
"'Clubhouse', 'Squash Court', 'Gym', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'BBQ', 'Tennis Court''",2,Guilin Park Properties Pte Ltd (City Developments Ltd & Hong Leong Holdings),D23,Chua Chu Kang,Flexible,Guilin View,Bukit Gombak MRT,Bukit Batok,Condo,2300,861,99 Years,79,43,40,Unknown,11,5,99,Non-Freehold,7.7406644019172415
"'Fun Pool', 'Clubhouse', 'Yoga Corner', 'Basketball Court', 'Hammocks', 'Adventure Park', 'Pool Deck', 'Spa Pavilion', 'Viewing Deck', 'Jacuzzi', 'Wading Pool', 'Waterfall', 'Tennis Court', 'Fitness Corner', 'Security', 'Lap Pool', 'Outdoor Dining''",1,EL Development,D05,West Coast,Flexible,Parc Riviera,,Clementi,Condo,2100,495,99 Years,84,41,36,Unknown,17,none_nearby,none_nearby,Non-Freehold,7.649692623711514
"'Clubhouse', 'Function Room', 'Water Feature', 'Gym', 'Spa Pool', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Pond', 'Security', 'Sauna', 'Karaoke', 'BBQ', 'Tennis Court''",2,Pidemco Land (Clearwater Condominium Pte Ltd),D16,East Coast,Flexible,The Clearwater,,Bedok,Condo,2800,980,99 Years,33,40,38,Unknown,16,none_nearby,none_nearby,Non-Freehold,7.937374696163295
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'Sea View', 'Parking', 'Sky Terrace', 'Fun Pool', 'Pool Deck', 'Playground', 'Washer', 'Fibre Ready', 'BBQ', 'Gym', 'Fridge', 'Steam Room', 'Tennis Court', 'Karaoke', 'Spa Pool', 'Study Room', 'Fitness Corner', 'High Floor', 'Security', 'Retail Shops', 'Lap Pool''",1,"City Developments Ltd,AIG Global Real Estate",D01,Jalan Besar,Flexible,The Sail @ Marina Bay,Downtown MRT,None,Condo,3200,592,99 Years,51,17,5,Unknown,25,3,16,Non-Freehold,8.070906088787819
"'Gym', 'Swimming Pool', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ', 'Tennis Court''",0,Winprime Investment Pte Ltd (Wing Tai Asia),D12,Bishan-Toa Payoh,Flexible,Oleander Towers,Toa Payoh MRT,Toa Payoh,Condo,850,100,99 Years,60,17,22,Unknown,8,5,88,Non-Freehold,6.745236349484363
"'Jogging Track', 'Clubhouse', 'Basketball Court', 'Aerobic Pool', 'Sculpture', 'Gym', 'Spa Pavilion', 'Swimming Pool', 'Multi-purpose Hall', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Retail Shops', 'Lap Pool', 'BBQ', 'Tennis Court''",4,,D10,Tanjong Pagar,Flexible,D'leedon,,Bukit Timah,Condo,11500,3800,99 Years,70,23,34,Unknown,16,none_nearby,none_nearby,Non-Freehold,9.350102314351341
"'Gym', 'Spa Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Underwater Fitness Station', 'Security', 'Outdoor Dining''",2,Uic Investments (Properties) Pte Ltd,D01,Jalan Besar,greater_than_or_equal_24m,V On Shenton,Downtown MRT,None,Condo,5100,947,99 Years,54,24,12,Partially Furnished,10,5,87,Non-Freehold,8.536995818712418
"'City View', 'Security', 'Renovated', 'Aircon', 'Swimming Pool', 'Maid Room', 'Sofa', 'Stove', 'Fridge', 'Bed', 'TV', 'Playground', 'Fitness Corner', 'Parking', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'Gym', 'BBQ', 'Closet''",2,Ban Kim Lee Development Pte Ltd,D15,Marine Parade,Flexible,Worthington,,Geylang,Condo,2900,756,Freehold,50,34,30,Fully Furnished,20,none_nearby,none_nearby,Freehold,7.9724660159745655
"'Multi-purpose Hall', 'Lounge', 'Pavilion', 'Clubhouse', 'Jacuzzi', 'Gym', 'Pool Deck', 'Concierge', 'Mini Golf Range', 'Wading Pool', 'Hydrotherapy Pool', 'Fitness Corner', 'Outdoor Dining', 'Lap Pool', 'BBQ''",1,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,D01,Jalan Besar,Flexible,Marina One Residences,Marina Bay MRT,None,Condo,3800,721,99 Years,50,16,8,Unknown,15,2,60,Non-Freehold,8.242756345714477
"'Clubhouse', 'Jet Pool', 'Gym', 'Open Terrace', 'Sauna', 'Hydrotherapy Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Tennis Court', 'Security', 'Hydrotherapy Pool', 'Lap Pool', 'BBQ', 'Playground''",2,Lucky Pinnacle Pte Ltd (Far East),D02,Jalan Besar,Flexible,Icon,Tanjong Pagar MRT,None,Condo,4800,1120,99 Years,57,21,9,Unknown,15,2,94,Non-Freehold,8.476371196895983
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'Stove', 'Oven', 'Parking', 'Sky Terrace', 'Fun Pool', 'Pool Deck', 'Playground', 'Washer', 'Pool View', 'BBQ', 'Gym', 'Fridge', 'Steam Room', 'Tennis Court', 'Karaoke', 'Aircon', 'Spa Pool', 'Study Room', 'Fitness Corner', 'Security', 'Retail Shops', 'Lap Pool''",1,"City Developments Ltd,AIG Global Real Estate",D01,Jalan Besar,Flexible,The Sail @ Marina Bay,Downtown MRT,None,Condo,3200,678,99 Years,51,17,5,Partially Furnished,26,3,16,Non-Freehold,8.070906088787819
"'Clubhouse', 'Aircon', 'Closet', 'Gym', 'Fridge', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Bathtub', 'BBQ', 'Tennis Court''",4,,D04,West Coast,Flexible,Reflections At Keppel Bay,Telok Blangah MRT,Bukit Merah,Condo,11000,2562,99 Years,71,33,26,Partially Furnished,11,6,68,Non-Freehold,9.305650551780507
"'Renovated', 'Aircon', 'TV', 'Fridge', 'Bed', 'Parking', 'Washer', 'Security''",1,,D06,Jalan Besar,Flexible,High Street Centre,Clarke Quay MRT,None,Condo,3500,506,99 Years,57,16,18,Fully Furnished,8,4,19,Non-Freehold,8.160518247477505
"'Clubhouse', 'Dishwasher', 'Fitness Corner', 'Badminton Court', 'Aircon', 'Stove', 'Fridge', 'Bed', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Dryer', 'Playground', 'Oven', 'Parking', 'Dining Room Furniture', 'Security', 'Gym', 'BBQ', 'Tennis Court''",2,Allgreen Properties Ltd,D16,East Coast,greater_than_or_equal_24m,Changi Court,,Tampines,Condo,2800,969,Freehold,23,46,38,Unknown,20,none_nearby,none_nearby,Freehold,7.937374696163295
"'Pool Deck', 'Gym', 'Jacuzzi', 'BBQ', 'Swimming Pool''",2,Wang Yang Development Pte. Ltd.,D12,Jalan Besar,Flexible,Va Residences,,Novena,Condo,2400,624,Freehold,64,25,31,Unknown,5,none_nearby,none_nearby,Freehold,7.783224016336037
"'Bomb Shelter', 'Renovated', 'Aircon', 'Gym', 'Wading Pool', 'Jacuzzi', 'Parking', 'Dining Room Furniture', 'Washer', 'Pool View', 'Lap Pool', 'Balcony''",2,Galaxy Homes Pte Ltd,D09,Tanjong Pagar,Flexible,Mackenzie 88,Little India MRT,None,Condo,4300,850,Freehold,53,17,17,Partially Furnished,12,3,51,Freehold,8.366370301681654
"'Security', 'Aircon', 'TV', 'Sofa', 'Greenery View', 'Fridge', 'Bed', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Playground', 'Parking', 'Dining Room Furniture', 'Washer', 'Gym', 'BBQ', 'Tennis Court''",2,Yyk Development (S) Pte Ltd,D16,East Coast,greater_than_or_equal_24m,Parbury Hill Condominium,,Bedok,Condo,2400,840,Freehold,43,49,41,Partially Furnished,17,none_nearby,none_nearby,Freehold,7.783224016336037
"'Closet', 'Aircon', 'TV', 'Sofa', 'Gym', 'Pool Deck', 'Fridge', 'Bed', 'Jacuzzi', 'Swimming Pool', 'Dryer', 'Tennis Court', 'Parking', 'Washer', 'Fibre Ready', 'Security', 'Basketball Court''",1,Bs Shenton Pte Ltd,D02,Jalan Besar,less_than_24m,Lumiere,Tanjong Pagar MRT,None,Condo,3050,506,99 Years,57,22,10,Fully Furnished,17,3,42,Non-Freehold,8.022896869601457
"'Gym', 'Timber Deck', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'BBQ''",2,Mk25 Pte Ltd,D14,Marine Parade,Flexible,Guillemard Suites,Mountbatten MRT,Geylang,Condo,2700,630,Freehold,51,31,22,Partially Furnished,6,7,13,Freehold,7.90100705199242
"'Clubhouse', 'Oven', 'Parking', 'Balcony', 'City View', 'TV', 'Wading Pool', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Gym', 'Fridge', 'Sauna', 'Dryer', 'Steam Room', 'Tennis Court', 'Aircon', 'Sofa', 'Bed', 'Swimming Pool', 'Fitness Corner', 'Security', 'Bathtub', 'Lap Pool''",2,Wing Tai Asia,D09,Tanjong Pagar,Flexible,Visioncrest,Dhoby Ghaut MRT,None,Condo,4500,915,Freehold,49,12,14,Fully Furnished,25,4,14,Freehold,8.411832675758411
"'Clubhouse', 'Gym', 'Sauna', 'Jacuzzi', 'Steam Room', 'Parking', 'Security', 'Lap Pool', 'BBQ''",1,Hong Leong House Pte Ltd,D02,Jalan Besar,Flexible,76 Shenton,Tanjong Pagar MRT,None,Condo,3600,600,99 Years,59,23,11,Unknown,9,4,29,Non-Freehold,8.1886891244442
"'Multi-purpose Hall', 'Lounge', 'Pavilion', 'Clubhouse', 'Jacuzzi', 'Gym', 'Pool Deck', 'Concierge', 'Mini Golf Range', 'Wading Pool', 'Hydrotherapy Pool', 'Fitness Corner', 'Outdoor Dining', 'Lap Pool', 'BBQ', 'Balcony''",1,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,D01,Jalan Besar,greater_than_or_equal_24m,Marina One Residences,Marina Bay MRT,None,Condo,3700,721,99 Years,50,16,8,Unknown,16,2,60,Non-Freehold,8.216088098632316
"'Clubhouse', 'Tennis Court', 'Renovated', 'Aircon', 'TV', 'Jacuzzi', 'Gym', 'Squash Court', 'Fridge', 'Bed', 'Sauna', 'Low Floor', 'Swimming Pool', 'Dryer', 'Playground', 'Parking', 'Security', 'BBQ', 'Balcony''",2,Ocean Front Pte Ltd,D16,East Coast,less_than_24m,Bayshore Park,,Bedok,Condo,3000,936,99 Years,41,46,41,Fully Furnished,19,none_nearby,none_nearby,Non-Freehold,8.006367567650246
',3,,D04,West Coast,Flexible,The Club Residences,,None,Condo,35000,4209,999 Years,80,41,34,Unknown,1,none_nearby,none_nearby,Freehold,10.46310334047155
"'Infinity Pool', 'Clubhouse', 'Retail Shops', 'Water Feature', 'Gym', 'Spa Pavilion', 'Sauna', 'Function Room', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'Hydrotherapy Pool', 'Lap Pool', 'BBQ', 'Tennis Court''",2,Brilliance Residential (1) Pte Ltd,D16,East Coast,Flexible,Bedok Residences,Bedok MRT,Bedok,Condo,2800,850,99 Years,31,32,24,Partially Furnished,20,1,18,Non-Freehold,7.937374696163295
"'Clubhouse', 'Water Feature', 'High Ceiling', 'Stove', 'Timber Deck', 'Spa Pavilion', 'Jacuzzi', 'Oven', 'Parking', 'Balcony', 'Bomb Shelter', 'Renovated', 'TV', 'Greenery View', 'Pool Deck', 'Wading Pool', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Gym', 'City View', 'Fridge', 'Steam Room', 'Tennis Court', 'Pavilion', 'Aircon', 'Sofa', 'Bed', 'Spa Pool', 'Fitness Corner', 'High Floor', 'Security', 'Lap Pool''",2,Calne Pte Ltd,D10,Tanjong Pagar,greater_than_or_equal_24m,Parvis,Holland Village MRT,Bukit Timah,Condo,4450,989,Freehold,67,20,30,Unfurnished,34,6,84,Freehold,8.400659375160286
"'Stove', 'Spa Pavilion', 'Sea View', 'Parking', 'Balcony', 'Fun Pool', 'Bomb Shelter', 'Renovated', 'Closet', 'TV', 'Pool Deck', 'Lounge', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'BBQ', 'Gym', 'Fridge', 'Jacuzzi', 'Dryer', 'Steam Room', 'Tennis Court', 'Underwater Fitness Station', 'Aircon', 'Hammocks', 'Sofa', 'Bed', 'Viewing Deck', 'Swimming Pool', 'Spa Pool', 'Fitness Corner', 'High Floor', 'Security', 'Lap Pool''",2,Spottiswoode Development Pte Ltd,D02,Tanjong Pagar,greater_than_or_equal_24m,Spottiswoode Suites,,Bukit Merah,Condo,3050,581,Freehold,63,23,19,Fully Furnished,34,none_nearby,none_nearby,Freehold,8.022896869601457
"'Aircon', 'Gym', 'Fridge', 'Bed', 'Swimming Pool', 'Tennis Court', 'Playground', 'Lap Pool', 'BBQ', 'Balcony''",2,"Precious Sand Pte Ltd (Far East Organization,Frasers Centrepoint Homes)",D18,Pasir Ris-Punggol,Flexible,Seastrand,,Pasir Ris,Condo,2580,883,99 Years,36,56,48,Unknown,10,none_nearby,none_nearby,Non-Freehold,7.855544677915663
"'Bomb Shelter', 'Aircon', 'Gym', 'Fridge', 'Bed', 'Walk In Closet', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Fitness Corner', 'Parking', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'Security', 'BBQ', 'Balcony''",1,Melrose Land Pte Ltd,D12,Jalan Besar,less_than_24m,Cradels,,Novena,Condo,2200,441,Freehold,66,19,30,Fully Furnished,17,none_nearby,none_nearby,Freehold,7.696212639346407
"'Penthouse', 'Stove', 'Jacuzzi', 'Parking', 'Balcony', 'Bomb Shelter', 'Renovated', 'Closet', 'TV', 'Pool Deck', 'Dining Room Furniture', 'Washer', 'BBQ', 'Roof Terrace', 'Gym', 'City View', 'Fridge', 'Aircon', 'Sofa', 'Bed', 'Swimming Pool', 'Study Room', 'Audio System', 'High Floor', 'Security''",1,Trident Development Pte Ltd,D14,Jalan Besar,Flexible,Centra Residence,,Geylang,Condo,2600,958,Freehold,50,26,18,Partially Furnished,25,none_nearby,none_nearby,Freehold,7.8632667240095735
"'Jogging Track', 'Function Room', 'Gym', 'Pool Deck', 'Lounge', 'Swimming Pool', 'Steam Room', 'Tennis Court', 'BBQ''",2,Wee Hur Holdings,D19,Pasir Ris-Punggol,Flexible,Parc Centros,Punggol MRT/LRT,Punggol,Condo,2500,764,99 Years,44,37,37,Unknown,9,3,46,Non-Freehold,7.824046010856292
"'Clubhouse', 'Stove', 'Jacuzzi', 'Oven', 'Parking', 'Games Room', 'Closet', 'Mini Golf Range', 'Pool Deck', 'Lounge', 'Fountain', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Gym', 'Fridge', 'Dryer', 'Steam Room', 'Tennis Court', 'Karaoke', 'Bowling Alley', 'Aircon', 'Maid Room', 'Sofa', 'Bed', 'Swimming Pool', 'Fitness Corner', 'Security', 'Bathtub', 'Lap Pool''",3,City Developments Ltd,D08,Jalan Besar,greater_than_or_equal_24m,City Square Residences,Farrer Park MRT,Kallang,Condo,4200,1216,Freehold,52,22,21,Fully Furnished,31,5,14,Freehold,8.34283980427146
"'Swimming Pool', 'Gym', 'Security', 'BBQ', 'Parking''",1,Hor Kew Land Pte Ltd,D15,Marine Parade,Flexible,Moda,,Marine Parade,Executive Condo,1200,150,Freehold,35,36,29,Unknown,5,none_nearby,none_nearby,Freehold,7.090076835776092
"'Clubhouse', 'Ground Floor', 'Renovated', 'Aircon', 'Stove', 'Fridge', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'Patio / PES', 'Lap Pool', 'Gym', 'BBQ''",3,Sophia Residence Development Pte Ltd,D09,Tanjong Pagar,greater_than_or_equal_24m,Sophia Residence,Dhoby Ghaut MRT,None,Condo,6500,1991,Freehold,48,13,13,Fully Furnished,19,5,75,Freehold,8.779557455883728
"'Clubhouse', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Parking', 'Security', 'Lap Pool', 'BBQ''",4,Far East Organization,D09,Tanjong Pagar,Flexible,Skyline @ Orchard Boulevard,Orchard MRT,River Valley,Condo,15900,2064,Freehold,55,5,15,Unknown,11,4,46,Freehold,9.674074388208323
"'Jogging Track', 'Clubhouse', 'Basketball Court', 'Aerobic Pool', 'Sculpture', 'Gym', 'Spa Pavilion', 'Swimming Pool', 'Multi-purpose Hall', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Retail Shops', 'Lap Pool', 'BBQ', 'Tennis Court''",3,,D10,Tanjong Pagar,Flexible,D'leedon,,Bukit Timah,Condo,4800,1200,99 Years,70,23,34,Unknown,16,none_nearby,none_nearby,Non-Freehold,8.476371196895983
"'Walk In Closet', 'Dishwasher', 'Function Room', 'Aircon', 'Water Feature', 'Gym', 'Low Floor', 'Spa Pool', 'Steam Room', 'Tennis Court', 'Fitness Corner', 'Washer', 'Pool View', 'Lap Pool', 'Security', 'BBQ', 'Balcony''",1,Bukit Sembawang Estates Limited,D09,Tanjong Pagar,Flexible,8 St Thomas,Somerset MRT,River Valley,Condo,3200,441,Freehold,59,15,16,Fully Furnished,17,7,5,Freehold,8.070906088787819
"'Clubhouse', 'Tennis Court', 'Mini Golf Range', 'Maid Room', 'Gym', 'Pool Deck', 'Fountain', 'Lounge', 'Swimming Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Fitness Corner', 'Parking', 'High Floor', 'Security', 'Bowling Alley', 'Lap Pool', 'Karaoke', 'BBQ', 'Games Room''",4,City Developments Ltd,D08,Jalan Besar,Flexible,City Square Residences,Farrer Park MRT,Kallang,Condo,5200,1507,Freehold,52,22,21,Unknown,21,5,14,Freehold,8.556413904569519
"'Fitness Corner', 'City View', 'Security', 'Aircon', 'Closet', 'High Ceiling', 'Oven', 'Parking', 'Dishwasher', 'Fridge', 'Jacuzzi', 'Swimming Pool', 'Wading Pool', 'Dryer', 'Audio System', 'Pond', 'High Floor', 'Washer', 'Fibre Ready', 'Stove', 'Balcony''",3,Wheelock Properties (S) Ltd,D09,Tanjong Pagar,greater_than_or_equal_24m,Scotts Square,Orchard MRT,Orchard,Condo,7250,1227,Freehold,50,3,14,Unfurnished,21,2,72,Freehold,8.88875674784872
"'City View', 'Security', 'Closet', 'Aircon', 'Greenery View', 'Fridge', 'Bed', 'Dryer', 'Parking', 'Mid Floor', 'Dining Room Furniture', 'Washer', 'Bathtub', 'Stove', 'Balcony''",3,Hong Leong Holdings Ltd,D15,Mountbatten,less_than_24m,Amber Glades,,Marine Parade,Condo,3400,1227,Freehold,33,32,27,Partially Furnished,15,none_nearby,none_nearby,Freehold,8.131530710604252
"'Bathtub', 'Aircon', 'TV', 'Stove', 'Fridge', 'Bed', 'Swimming Pool', 'Parking', 'Washer', 'Fibre Ready', 'Security''",3,,D11,Tanjong Pagar,greater_than_or_equal_24m,Surrey Court,Novena MRT,Novena,Condo,3400,1200,Freehold,62,14,22,Fully Furnished,11,6,0,Freehold,8.131530710604252
"'Clubhouse', 'Gym', 'Jacuzzi', 'Steam Room', 'Tennis Court', 'Fitness Corner', 'Parking', 'Security', 'Lap Pool', 'BBQ''",2,Frasers Centrepoint Homes,D13,Potong Pasir,Flexible,8 @ Woodleigh,Woodleigh MRT,Toa Payoh,Condo,3200,861,99 Years,59,27,26,Unknown,10,5,79,Non-Freehold,8.070906088787819
"'Jogging Track', 'Fun Pool', 'Study Room', 'Function Room', 'Water Feature', 'Sky Terrace', 'Gym', 'Pool Deck', 'Clubhouse', 'Spa Pool', 'Steam Room', 'Tennis Court', 'Fitness Corner', 'Parking', 'Mid Floor', 'Security', 'Retail Shops', 'Lap Pool', 'Karaoke', 'BBQ', 'Playground''",1,"City Developments Ltd,AIG Global Real Estate",D01,Jalan Besar,Flexible,The Sail @ Marina Bay,Downtown MRT,None,Condo,2900,592,99 Years,51,17,5,Fully Furnished,21,3,16,Non-Freehold,7.9724660159745655
"'Clubhouse', 'Gym', 'Swimming Pool', 'Jacuzzi', 'Playground', 'BBQ', 'Tennis Court''",2,,D04,West Coast,Flexible,Reflections At Keppel Bay,Telok Blangah MRT,Bukit Merah,Condo,4200,1012,99 Years,71,33,26,Unknown,7,6,68,Non-Freehold,8.34283980427146
"'Clubhouse', 'Bomb Shelter', 'Pool View', 'Closet', 'Aircon', 'Gym', 'Tennis Court', 'Fridge', 'Basketball Court', 'Jacuzzi', 'Swimming Pool', 'Dryer', 'Fitness Corner', 'Playground', 'Oven', 'Parking', 'Security', 'Bathtub', 'Lap Pool', 'BBQ', 'Balcony''",3,Frasers Centrepoint Homes,D18,Pasir Ris-Punggol,Flexible,Ris Grandeur,,Pasir Ris,Condo,3000,1292,Freehold,32,47,48,Partially Furnished,21,none_nearby,none_nearby,Freehold,8.006367567650246
"'Clubhouse', 'Tennis Court', 'Gym', 'Sauna', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'BBQ', 'Games Room''",2,Bayshore Park Pte Ltd (Far East Organization),D16,East Coast,Flexible,The Bayshore,,Bedok,Condo,2750,1012,99 Years,47,48,42,Unknown,11,none_nearby,none_nearby,Non-Freehold,7.919356190660617
"'Clubhouse', 'Fitness Corner', 'Renovated', 'Aircon', 'Sofa', 'Greenery View', 'Gym', 'Fridge', 'Bed', 'Closet', 'Jacuzzi', 'Swimming Pool', 'Dryer', 'Steam Room', 'Playground', 'Oven', 'High Floor', 'Washer', 'Fibre Ready', 'Stove', 'Balcony''",2,Keppel Land,D19,Sengkang,Flexible,The Luxurie,Sengkang MRT/LRT,Sengkang,Condo,2700,775,99 Years,39,36,36,Fully Furnished,21,3,58,Non-Freehold,7.90100705199242
"'Ground Floor', 'Renovated', 'Aircon', 'Swimming Pool', 'High Ceiling', 'Sofa', 'Greenery View', 'Fridge', 'Bed', 'Walk In Closet', 'TV', 'Basketball Court', 'Tennis Court', 'Oven', 'Dining Room Furniture', 'Balcony''",3,Wincheer Investment Pte Ltd,D23,Bukit Panjang,Flexible,Foresque Residences,,Bukit Panjang,Condo,4500,1518,99 Years,68,29,38,Fully Furnished,16,none_nearby,none_nearby,Non-Freehold,8.411832675758411
"'City View', 'Renovated', 'Aircon', 'Stove', 'Duplex / Maisonette', 'Fridge', 'Dryer', 'Washer', 'Fibre Ready', 'Closet''",2,,D14,Marine Parade,greater_than_or_equal_24m,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,Condo,4828,1762,Freehold,43,27,19,Partially Furnished,10,4,4,Freehold,8.482187582217422
"'Pool Deck', 'Water Feature', 'Gym', 'Open Terrace', 'Swimming Pool', 'Steam Room', 'Parking', 'Security', 'BBQ''",2,Heritage @ Tong Watt Pte Ltd,D09,Tanjong Pagar,Flexible,Vivace,,River Valley,Condo,2800,635,999 Years,61,21,24,Unknown,9,none_nearby,none_nearby,Freehold,7.937374696163295
"'Stove', 'Jacuzzi', 'Oven', 'Parking', 'Mid Floor', 'Balcony', 'Bomb Shelter', 'Renovated', 'Closet', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'Fitness Corner', 'Gym', 'Fridge', 'Aircon', 'Sofa', 'Bed', 'Sea View', 'Study Room', 'Audio System', 'Security', 'Lap Pool''",2,Boo Han Holdings Pte Ltd,D05,West Coast,less_than_24m,Seahill,,Clementi,Condo,3300,786,99 Years,89,45,42,Fully Furnished,23,none_nearby,none_nearby,Non-Freehold,8.101677747454572
"'Ground Floor', 'Fibre Ready', 'Aircon', 'Maid Room', 'Gym', 'Fridge', 'Bathtub', 'Swimming Pool', 'Playground', 'Parking', 'Washer', 'Patio / PES', 'Security', 'BBQ', 'Tennis Court''",3,"Stevens Park Pte Ltd (Ayala International Properties Pte Ltd, Hpl & Kuo Properties Pte Ltd)",D10,Tanjong Pagar,Flexible,Parc Stevens,Stevens MRT,Tanglin,Condo,6800,1881,Freehold,58,13,23,Partially Furnished,15,5,67,Freehold,8.824677891164198
"'Yoga Corner', 'Pool Deck', 'Lounge', 'Swimming Pool', 'Jacuzzi', 'Fitness Corner', 'Pond', 'BBQ', 'Games Room''",2,,D08,Jalan Besar,Flexible,Forte Suites,,Kallang,Condo,2900,678,Freehold,65,20,28,Unknown,9,none_nearby,none_nearby,Freehold,7.9724660159745655
"'Clubhouse', 'Gym', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Tennis Court''",3,FEC Skyline Pte Ltd,D03,Tanjong Pagar,Flexible,Artra,Redhill MRT,Bukit Merah,Condo,5100,1044,99 Years,61,25,13,Partially Furnished,9,0,1,Non-Freehold,8.536995818712418
"'Gym', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Playground', 'Parking', 'Security', 'BBQ', 'Tennis Court''",4,The Great Eastern Life Assurance Co Ltd,D11,Tanjong Pagar,Flexible,Newton Gems,Novena MRT,Novena,Condo,6800,1871,Freehold,63,13,20,Unknown,9,5,68,Freehold,8.824677891164198
